name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,month,successful,condition_1,genre_encoded,company_encoded,director_encoded,writer_encoded,star_encoded,country_encoded,month_converted,season,runtime_range,rating_converted,profit,director_score,company_score,genre_score,star_score,writer_score
The Next Karate Kid,PG,Action,1994,"September 9, 1994 (United States)",4.5,28000.0,Christopher Cain,Robert Mark Kamen,Pat Morita,United States,12000000.0,15876353.0,Columbia Pictures,107.0,September,0,False,0,730,471,3657,2063,55,9,Winter,Medium,PG,3876353.0,1,5,5,5,5
Blown Away,R,Action,1994,"July 1, 1994 (United States)",6.2,29000.0,Stephen Hopkins,John Rice,Jeff Bridges,United States,28000000.0,30156002.0,Metro-Goldwyn-Mayer (MGM),121.0,July,0,False,0,1635,2609,2188,1161,55,7,Winter,Long,R,2156002.0,5,5,5,5,0
Color of Night,R,Mystery,1994,"August 19, 1994 (United States)",5.2,23000.0,Richard Rush,Billy Ray,Bruce Willis,United States,40000000.0,19726050.0,Cinergi Pictures Entertainment,121.0,August,0,False,13,691,2313,446,333,55,8,Winter,Long,R,-20273950.0,0,5,5,5,5
North,PG,Adventure,1994,"July 22, 1994 (United States)",4.5,13000.0,Rob Reiner,Alan Zweibel,Elijah Wood,United States,40000000.0,7182747.0,Castle Rock Entertainment,87.0,July,0,False,1,598,2345,92,730,55,7,Winter,Short,PG,-32817253.0,5,5,5,5,0
Muriel's Wedding,R,Comedy,1994,"March 31, 1995 (United States)",7.2,37000.0,P.J. Hogan,P.J. Hogan,Toni Collette,Australia,9000000.0,15482277.0,CiBy 2000,106.0,March,0,False,4,658,2090,3230,2659,2,3,Winter,Medium,R,6482277.0,5,0,5,5,1
The Client,PG-13,Crime,1994,"July 20, 1994 (United States)",6.7,62000.0,Joel Schumacher,John Grisham,Susan Sarandon,United States,45000000.0,117615211.0,Warner Bros.,119.0,July,1,True,5,2318,1355,2133,2529,55,7,Winter,Medium,PG-13,72615211.0,5,5,5,5,5
Blank Check,PG,Comedy,1994,"February 11, 1994 (United States)",5.3,19000.0,Rupert Wainwright,Blake Snyder,Brian Bonsall,United States,0.0,30577969.0,Walt Disney Pictures,93.0,February,1,True,4,2315,2450,451,310,55,2,Winter,Medium,PG,30577969.0,5,5,5,1,5
It Could Happen to You,PG,Comedy,1994,"July 29, 1994 (United States)",6.4,37000.0,Andrew Bergman,Jane Anderson,Nicolas Cage,United States,20000000.0,37939757.0,TriStar Pictures,101.0,July,0,False,4,2240,106,1839,1996,55,7,Winter,Medium,PG,17939757.0,5,5,5,5,1
Only You,PG,Comedy,1994,"October 7, 1994 (United States)",6.5,21000.0,Norman Jewison,Diane Drake,Marisa Tomei,United States,0.0,20059210.0,TriStar Pictures,109.0,October,1,True,4,2240,2068,1106,1739,55,10,Winter,Medium,PG,20059210.0,5,5,5,1,1
Once Were Warriors,R,Crime,1994,"March 3, 1995 (United States)",7.9,32000.0,Lee Tamahori,Riwia Brown,Rena Owen,New Zealand,0.0,1608570.0,Communicado Productions,102.0,March,1,True,5,735,1676,3580,2194,34,3,Winter,Medium,R,1608570.0,5,1,5,1,1
Wolf,R,Drama,1994,"June 17, 1994 (United States)",6.2,54000.0,Mike Nichols,Jim Harrison,Jack Nicholson,United States,70000000.0,131002597.0,Columbia Pictures,125.0,June,0,False,6,730,1978,2010,1047,55,6,Winter,Long,R,61002597.0,5,5,5,5,5
Mary Shelley's Frankenstein,R,Drama,1994,"November 4, 1994 (United States)",6.4,53000.0,Kenneth Branagh,Mary Shelley,Robert De Niro,United States,45000000.0,112006296.0,TriStar Pictures,123.0,November,1,True,6,2240,1588,2832,2238,55,11,Winter,Long,R,67006296.0,5,5,5,5,5
Exit to Eden,R,Comedy,1994,"October 14, 1994 (United States)",4.3,6600.0,Garry Marshall,Anne Rice,Dana Delany,United States,25000000.0,6841570.0,Savoy Pictures,113.0,October,0,False,4,2027,914,271,537,55,10,Winter,Medium,R,-18158430.0,5,0,5,0,5
The Jungle Book,PG,Adventure,1994,"December 25, 1994 (United States)",6.0,17000.0,Stephen Sommers,Rudyard Kipling,Jason Scott Lee,United States,27000000.0,43229904.0,Vegahom Europe,111.0,December,0,False,1,2288,2618,3780,1142,55,12,Winter,Medium,PG,16229904.0,5,1,5,1,1
The Hudsucker Proxy,PG,Comedy,1994,"March 11, 1994 (United States)",7.2,78000.0,Joel Coen,Ethan Coen,Tim Robbins,United Kingdom,40000000.0,2816518.0,PolyGram Filmed Entertainment,111.0,March,0,False,4,1867,1349,1323,2615,54,3,Winter,Medium,PG,-37183482.0,5,5,5,0,5
Timecop,R,Action,1994,"September 16, 1994 (United States)",5.9,57000.0,Peter Hyams,Mark Verheiden,Jean-Claude Van Damme,United States,27000000.0,101646581.0,Largo Entertainment,99.0,September,1,True,0,1468,2190,2798,1156,55,9,Winter,Medium,R,74646581.0,5,5,5,5,5
The Santa Clause,PG,Comedy,1994,"November 11, 1994 (United States)",6.5,102000.0,John Pasquin,Leo Benvenuti,Tim Allen,United States,22000000.0,190539357.0,Walt Disney Pictures,97.0,November,1,True,4,2315,1428,2575,2609,55,11,Winter,Medium,PG,168539357.0,5,5,5,5,5
The Specialist,R,Action,1994,"October 7, 1994 (United States)",5.6,63000.0,Luis Llosa,John Shirley,Sylvester Stallone,United States,45000000.0,170362582.0,Warner Bros.,110.0,October,1,True,0,2318,1722,2197,2536,55,10,Winter,Medium,R,125362582.0,5,5,5,5,5
The Pagemaster,G,Animation,1994,"November 23, 1994 (United States)",6.1,22000.0,Pixote Hunt,David Kirschner,Macaulay Culkin,United States,27000000.0,13670688.0,Twentieth Century Fox,80.0,November,0,False,2,2251,2240,984,1695,55,11,Winter,Short,G,-13329312.0,0,5,5,5,1
Shallow Grave,R,Crime,1994,"February 10, 1995 (United States)",7.3,58000.0,Danny Boyle,John Hodge,Kerry Fox,United Kingdom,2500000.0,2079569.0,Channel Four Films,89.0,February,0,False,5,625,585,2140,1489,54,2,Winter,Short,R,-420431.0,5,1,5,1,5
Serial Mom,R,Comedy,1994,"April 13, 1994 (United States)",6.8,28000.0,John Waters,John Waters,Kathleen Turner,United States,13000000.0,7820688.0,Savoy Pictures,95.0,April,0,False,4,2027,1448,2213,1445,55,4,Winter,Medium,R,-5179312.0,0,0,5,5,0
Bad Girls,R,Action,1994,"April 22, 1994 (United States)",5.2,12000.0,Jonathan Kaplan,Albert S. Ruddy,Madeleine Stowe,United States,25000000.0,15240435.0,Twentieth Century Fox,99.0,April,0,False,0,2251,1475,98,1699,55,4,Winter,Medium,R,-9759565.0,1,5,5,0,5
The Shadow,PG-13,Action,1994,"July 1, 1994 (United States)",6.1,24000.0,Russell Mulcahy,Walter B. Gibson,Alec Baldwin,United States,25000000.0,48063435.0,Universal Pictures,108.0,July,0,False,0,2279,2453,4395,52,55,7,Winter,Medium,PG-13,23063435.0,5,5,5,5,1
When a Man Loves a Woman,R,Drama,1994,"May 13, 1994 (United States)",6.6,21000.0,Luis Mandoki,Ronald Bass,Meg Ryan,United States,0.0,50021959.0,Touchstone Pictures,126.0,May,1,True,6,2230,1723,3739,1815,55,5,Winter,Long,R,50021959.0,5,5,5,5,5
Blue Sky,PG-13,Drama,1994,"September 16, 1994 (United States)",6.4,7000.0,Tony Richardson,Rama Laurie Stagner,Jessica Lange,United States,16000000.0,3359465.0,Orion Pictures,101.0,September,0,False,6,1775,2819,3473,1223,55,9,Winter,Medium,PG-13,-12640535.0,0,5,5,0,0
Quiz Show,PG-13,Biography,1994,"October 7, 1994 (United States)",7.5,66000.0,Robert Redford,Paul Attanasio,Ralph Fiennes,United States,31000000.0,24822619.0,Baltimore Pictures,133.0,October,0,False,3,343,2387,3283,2167,55,10,Winter,Long,PG-13,-6177381.0,5,0,5,5,0
Surviving the Game,R,Action,1994,"April 15, 1994 (United States)",6.2,11000.0,Ernest R. Dickerson,Eric Bernt,Rutger Hauer,United States,7400000.0,7727256.0,New Line Cinema,96.0,April,0,False,0,1711,822,1282,2302,55,4,Winter,Medium,R,327256.0,1,5,5,0,0
My Father the Hero,PG,Comedy,1994,"February 4, 1994 (United States)",5.5,11000.0,Steve Miner,Gérard Lauzier,Gérard Depardieu,France,0.0,25479558.0,Touchstone Pictures,90.0,February,1,True,4,2230,2638,1575,940,14,2,Winter,Medium,PG,25479558.0,5,5,5,5,1
Nell,PG-13,Drama,1994,"December 23, 1994 (United States)",6.5,28000.0,Michael Apted,Mark Handley,Jodie Foster,United States,24500000.0,106683817.0,Egg Pictures,112.0,December,1,True,6,921,1883,2768,1260,55,12,Winter,Medium,PG-13,82183817.0,5,5,5,5,5
Three Colors: White,R,Comedy,1994,"June 10, 1994 (United States)",7.6,67000.0,Krzysztof Kieslowski,Krzysztof Kieslowski,Zbigniew Zamachowski,Switzerland,0.0,1237219.0,MK2 Productions,92.0,June,1,True,4,1560,1636,2494,2803,49,6,Winter,Medium,R,1237219.0,1,1,5,1,1
My Girl 2,PG,Comedy,1994,"February 11, 1994 (United States)",5.3,19000.0,Howard Zieff,Laurice Elehwany,Dan Aykroyd,United States,0.0,17359799.0,Imagine Films Entertainment,99.0,February,1,True,4,1317,1091,2541,530,55,2,Winter,Medium,PG,17359799.0,5,5,5,5,5
Chasers,R,Action,1994,"April 22, 1994 (United States)",5.1,5900.0,Dennis Hopper,Joe Batteer,Tom Berenger,United States,0.0,1596687.0,Morgan Creek Entertainment,102.0,April,1,True,0,1668,701,2042,2631,55,4,Winter,Medium,R,1596687.0,1,5,5,5,1
The Getaway,R,Action,1994,"February 11, 1994 (United States)",5.8,17000.0,Roger Donaldson,Jim Thompson,Alec Baldwin,United States,0.0,30057974.0,Universal Pictures,115.0,February,1,True,0,2279,2418,2021,52,55,2,Winter,Medium,R,30057974.0,5,5,5,5,1
Major League II,PG,Comedy,1994,"March 30, 1994 (United States)",5.6,25000.0,David S. Ward,David S. Ward,Charlie Sheen,United States,25000000.0,30626182.0,Warner Bros.,105.0,March,0,False,4,2318,663,1022,398,55,3,Winter,Medium,PG,5626182.0,5,5,5,5,1
Torment,Not Rated,Crime,1994,November 1994 (United States),7.1,4500.0,Claude Chabrol,Claude Chabrol,Emmanuelle Béart,France,0.0,39003.0,MK2 Productions,102.0,November,1,True,5,1560,500,768,773,14,11,Winter,Medium,Unkown,39003.0,1,1,5,1,5
Don Juan DeMarco,PG-13,Comedy,1994,"April 7, 1995 (United States)",6.7,49000.0,Jeremy Leven,Lord Byron,Johnny Depp,United States,25000000.0,68792531.0,New Line Cinema,97.0,April,1,True,4,1711,1278,2628,1321,55,4,Winter,Medium,PG-13,43792531.0,1,5,5,5,1
Exotica,R,Drama,1994,"March 24, 1995 (United States)",7.1,19000.0,Atom Egoyan,Atom Egoyan,Bruce Greenwood,Canada,0.0,4221036.0,Alliance Entertainment,103.0,March,1,True,6,141,197,333,331,6,3,Winter,Medium,R,4221036.0,0,1,5,0,0
Clifford,PG,Comedy,1994,"April 1, 1994 (United States)",5.5,7100.0,Paul Flaherty,William Porter,Martin Short,United States,19000000.0,7408745.0,Orion Pictures,90.0,April,0,False,4,1775,2133,4477,1768,55,4,Winter,Medium,PG,-11591255.0,1,5,5,0,0
Thumbelina,G,Animation,1994,"March 30, 1994 (United States)",6.4,16000.0,Don Bluth,Hans Christian Andersen,Jodi Benson,Ireland,28000000.0,11373501.0,Don Bluth,86.0,March,0,False,2,872,735,1598,1258,23,3,Winter,Short,G,-16626499.0,5,0,5,5,0
Double Dragon,PG-13,Action,1994,"November 4, 1994 (United States)",3.8,12000.0,James Yukich,Paul Dini,Robert Patrick,United States,7850000.0,2341309.0,Greenleaf Productions,96.0,November,0,False,0,1206,1193,3296,2247,55,11,Winter,Medium,PG-13,-5508691.0,0,0,5,0,0
Death and the Maiden,R,Drama,1994,"January 27, 1995 (United States)",7.3,23000.0,Roman Polanski,Ariel Dorfman,Sigourney Weaver,United Kingdom,12000000.0,3103716.0,Fine Line Features,103.0,January,0,False,6,1074,2429,302,2453,54,1,Winter,Medium,R,-8896284.0,5,0,5,5,0
PCU,PG-13,Comedy,1994,"April 29, 1994 (United States)",6.6,12000.0,Hart Bochner,Adam Leff,Jeremy Piven,United States,8000000.0,4330020.0,Twentieth Century Fox,79.0,April,0,False,4,2251,1058,35,1204,55,4,Winter,Short,PG-13,-3669980.0,1,5,5,1,0
The Postman,PG,Biography,1994,"March 22, 1996 (United States)",7.7,34000.0,Michael Radford,Antonio Skármeta,Massimo Troisi,Italy,3000000.0,21898920.0,Cecchi Gori Group Tiger Cinematografica,108.0,March,1,True,3,607,1932,290,1784,25,3,Winter,Medium,PG,18898920.0,1,1,5,1,1
8 Seconds,PG-13,Biography,1994,"February 25, 1994 (United States)",6.6,4900.0,John G. Avildsen,Monte Merrick,Luke Perry,United States,7000000.0,19623396.0,Jersey Films,105.0,February,1,True,3,1385,1391,3087,1689,55,2,Winter,Medium,PG-13,12623396.0,5,1,5,1,1
The Madness of King George,PG-13,Biography,1994,"December 28, 1994 (United States)",7.2,16000.0,Nicholas Hytner,Alan Bennett,Nigel Hawthorne,United Kingdom,65897768.0,15238689.0,The Samuel Goldwyn Company,110.0,December,0,False,3,2198,2024,70,2001,54,12,Winter,Medium,PG-13,-50659079.0,0,0,5,0,0
Of Love and Shadows,R,Drama,1994,"May 10, 1996 (United States)",5.1,2000.0,Betty Kaplan,Isabel Allende,Antonio Banderas,United States,0.0,1181182.0,Aleph Producciones S.A.,103.0,May,1,True,6,121,244,1712,170,55,5,Winter,Medium,R,1181182.0,1,1,5,5,0
Nobody's Fool,R,Comedy,1994,"January 13, 1995 (United States)",7.4,19000.0,Robert Benton,Richard Russo,Paul Newman,United States,20000000.0,39491975.0,Capella International,110.0,January,0,False,4,578,2354,3556,2089,55,1,Winter,Medium,R,19491975.0,0,1,5,5,1
Wagons East,PG-13,Adventure,1994,"August 26, 1994 (United States)",4.8,5200.0,Peter Markle,Matthew Carlson,John Candy,United States,0.0,4412297.0,Carolco Pictures,107.0,August,1,True,1,588,2199,2858,1282,55,8,Winter,Medium,PG-13,4412297.0,1,5,5,5,1
The Secret of Roan Inish,PG,Drama,1994,"February 3, 1995 (United States)",7.5,7400.0,John Sayles,Rosalie K. Fry,Jeni Courtney,United States,3000000.0,6159269.0,Jones Entertainment Group,103.0,February,1,True,6,1398,1438,3752,1174,55,2,Winter,Medium,PG,3159269.0,1,1,5,1,1
Above the Rim,R,Crime,1994,"March 23, 1994 (United States)",6.6,15000.0,Jeff Pollack,Jeff Pollack,Duane Martin,United States,3500000.0,16192320.0,New Line Cinema,96.0,March,1,True,5,1711,1255,1922,693,55,3,Winter,Medium,R,12692320.0,1,5,5,1,1
Greedy,PG-13,Comedy,1994,"March 4, 1994 (United States)",6.3,13000.0,Jonathan Lynn,Lowell Ganz,Michael J. Fox,United States,0.0,13137484.0,Imagine Entertainment,113.0,March,1,True,4,1316,1480,2655,1862,55,3,Winter,Medium,PG-13,13137484.0,5,5,5,5,5
With Honors,PG-13,Comedy,1994,"April 29, 1994 (United States)",6.7,14000.0,Alek Keshishian,William Mastrosimone,Joe Pesci,United States,0.0,20016254.0,Spring Creek Productions,101.0,April,1,True,4,2114,62,4466,1267,55,4,Winter,Medium,PG-13,20016254.0,1,1,5,0,1
Police Academy: Mission to Moscow,PG,Comedy,1994,"August 26, 1994 (United States)",3.5,32000.0,Alan Metter,Neal Israel,G.W. Bailey,United States,6200000.0,126247.0,Warner Bros.,83.0,August,0,False,4,2318,47,3121,853,55,8,Winter,Short,PG,-6073753.0,5,5,5,0,5
Little Big League,PG,Comedy,1994,"June 29, 1994 (United States)",6.1,10000.0,Andrew Scheinman,Gregory K. Pincus,Luke Edwards,United States,0.0,12267790.0,Castle Rock Entertainment,119.0,June,1,True,4,598,122,1547,1687,55,6,Winter,Medium,PG,12267790.0,1,5,5,1,1
On Deadly Ground,R,Action,1994,"February 18, 1994 (United States)",4.6,23000.0,Steven Seagal,Ed Horowitz,Steven Seagal,United States,50000000.0,38590458.0,Seagal/Nasso Productions,101.0,February,0,False,0,2038,2656,1201,2513,55,2,Winter,Medium,R,-11409542.0,0,0,5,5,1
Ready to Wear,R,Comedy,1994,"December 25, 1994 (United States)",5.2,15000.0,Robert Altman,Robert Altman,Sophia Loren,United States,18000000.0,11300653.0,Etalon Film,133.0,December,0,False,4,978,2351,3598,2473,55,12,Winter,Long,R,-6699347.0,5,0,5,0,0
Bullets Over Broadway,R,Comedy,1994,"February 24, 1995 (United States)",7.4,36000.0,Woody Allen,Woody Allen,John Cusack,United States,20000000.0,13383747.0,Miramax,98.0,February,0,False,4,1655,2912,4495,1287,55,2,Winter,Medium,R,-6616253.0,5,5,5,5,5
Queen Margot,R,Biography,1994,"December 9, 1994 (United States)",7.4,17000.0,Patrice Chéreau,Alexandre Dumas,Isabelle Adjani,France,0.0,1318578.0,Renn Productions,159.0,December,1,True,3,1957,2106,128,1036,14,12,Winter,Long,R,1318578.0,1,0,5,1,5
Crooklyn,PG-13,Comedy,1994,"May 13, 1994 (United States)",7.0,9700.0,Spike Lee,Joie Lee,Alfre Woodard,United States,14000000.0,13642861.0,Universal Pictures,115.0,May,0,False,4,2279,2580,2224,73,55,5,Winter,Medium,PG-13,-357139.0,5,5,5,0,0
Spanking the Monkey,Unrated,Comedy,1994,"July 15, 1994 (United States)",6.3,6000.0,David O. Russell,David O. Russell,Jeremy Davies,United States,200000.0,1359736.0,Buckeye Films,100.0,July,1,True,4,501,653,1010,1200,55,7,Winter,Medium,Unkown,1159736.0,5,1,5,0,5
The Legend of Drunken Master,R,Action,1994,"October 20, 2000 (United States)",7.6,44000.0,Chia-Liang Liu,Edward Tang,Jackie Chan,Hong Kong,10000000.0,11555430.0,Golden Harvest Company,102.0,October,0,False,0,1175,429,1231,1051,17,10,Winter,Medium,R,1555430.0,1,5,5,5,1
Intersection,R,Drama,1994,"January 21, 1994 (United States)",5.4,7900.0,Mark Rydell,David Rayfiel,Richard Gere,United States,45000000.0,21355893.0,Paramount Pictures,98.0,January,0,False,6,1810,1809,1016,2209,55,1,Winter,Medium,R,-23644107.0,5,5,5,5,0
Sister My Sister,R,Drama,1994,"July 14, 1995 (United States)",6.6,3200.0,Nancy Meckler,Wendy Kesselman,Julie Walters,United Kingdom,0.0,217881.0,British Screen Productions,86.0,July,1,True,6,483,2001,4417,1394,54,7,Winter,Short,R,217881.0,1,0,5,0,1
Miracle on 34th Street,PG,Family,1994,"November 18, 1994 (United States)",6.5,33000.0,Les Mayfield,Valentine Davies,Richard Attenborough,United States,0.0,46264384.0,Twentieth Century Fox,114.0,November,1,True,7,2251,1686,4349,2203,55,11,Winter,Medium,PG,46264384.0,5,5,5,1,1
The Swan Princess,G,Animation,1994,"November 18, 1994 (United States)",6.5,23000.0,Richard Rich,Richard Rich,Jack Palance,United States,45000000.0,9771658.0,Nest Family Entertainment,90.0,November,0,False,2,1704,2312,3554,1049,55,11,Winter,Medium,G,-35228342.0,0,0,5,0,0
Threesome,R,Comedy,1994,"April 8, 1994 (United States)",6.3,13000.0,Andrew Fleming,Andrew Fleming,Lara Flynn Boyle,United States,0.0,14815317.0,Motion Picture Corporation of America (MPCA),93.0,April,1,True,4,1673,113,201,1557,55,4,Winter,Medium,R,14815317.0,1,1,5,0,1
The War,PG-13,Drama,1994,"November 4, 1994 (United States)",6.8,12000.0,Jon Avnet,Kathy McWorter,Elijah Wood,United States,0.0,16928556.0,Island World,126.0,November,1,True,6,1359,1454,2401,730,55,11,Winter,Long,PG-13,16928556.0,5,1,5,5,1
The Chase,PG-13,Action,1994,"March 4, 1994 (United States)",5.8,18000.0,Adam Rifkin,Adam Rifkin,Charlie Sheen,United States,0.0,7924955.0,Capitol Films,94.0,March,1,True,0,580,19,41,398,55,3,Winter,Medium,PG-13,7924955.0,0,1,5,5,5
Milk Money,PG-13,Comedy,1994,"August 31, 1994 (United States)",5.6,12000.0,Richard Benjamin,John Mattson,Melanie Griffith,United States,0.0,18137661.0,Paramount Pictures,110.0,August,1,True,4,1810,2288,2164,1827,55,8,Winter,Medium,PG-13,18137661.0,5,5,5,5,1
Renaissance Man,PG-13,Comedy,1994,"June 3, 1994 (United States)",6.2,17000.0,Penny Marshall,Jim Burnstein,Danny DeVito,United States,40000000.0,24332324.0,Cinergi Pictures Entertainment,128.0,June,0,False,4,691,2162,2003,561,55,6,Winter,Long,PG-13,-15667676.0,5,5,5,1,0
S.F.W.,R,Comedy,1994,"January 20, 1995 (United States)",5.8,4800.0,Jefery Levy,Andrew Wellman,Stephen Dorff,United States,0.0,63513.0,Polygram Filmed Entertainment,96.0,January,1,True,4,1870,1246,218,2489,55,1,Winter,Medium,R,63513.0,1,5,5,0,1
Jason's Lyric,R,Crime,1994,"September 28, 1994 (United States)",6.6,3800.0,Doug McHenry,Bobby Smith Jr.,Allen Payne,United States,7000000.0,20851521.0,"Jackson/McHenry Company,The",119.0,September,1,True,5,1374,757,482,87,55,9,Winter,Medium,R,13851521.0,1,5,5,1,1
Immortal Beloved,R,Biography,1994,"January 27, 1995 (United States)",7.4,24000.0,Bernard Rose,Bernard Rose,Gary Oldman,United Kingdom,0.0,9914409.0,Icon Entertainment International,121.0,January,1,True,3,1309,236,403,871,54,1,Winter,Long,R,9914409.0,0,5,5,5,1
Eat Drink Man Woman,Not Rated,Comedy,1994,"August 3, 1994 (United States)",7.8,19000.0,Ang Lee,Ang Lee,Sihung Lung,Taiwan,0.0,7294403.0,Ang Lee Productions,124.0,August,1,True,4,188,141,238,2454,50,8,Winter,Long,Unkown,7294403.0,5,1,5,1,1
Blue Chips,PG-13,Drama,1994,"February 18, 1994 (United States)",6.2,13000.0,William Friedkin,Ron Shelton,Nick Nolte,United States,0.0,23070663.0,Paramount Pictures,108.0,February,1,True,6,1810,2890,3738,1990,55,2,Winter,Medium,PG-13,23070663.0,1,5,5,5,5
The Cowboy Way,PG-13,Action,1994,"June 3, 1994 (United States)",5.9,7900.0,Gregg Champion,Robert C. Thompson,Woody Harrelson,United States,35000000.0,20280016.0,Imagine Entertainment,102.0,June,0,False,0,1316,1009,3608,2778,55,6,Winter,Medium,PG-13,-14719984.0,0,5,5,1,0
No Escape,R,Action,1994,"April 29, 1994 (United States)",6.1,19000.0,Martin Campbell,Richard Herley,Ray Liotta,United States,20000000.0,15339030.0,Columbia Pictures,118.0,April,0,False,0,730,1822,3539,2177,55,4,Winter,Medium,R,-4660970.0,5,5,5,0,0
The Road to Wellville,R,Comedy,1994,"October 28, 1994 (United States)",5.9,12000.0,Alan Parker,T. Coraghessan Boyle,Anthony Hopkins,United States,25000000.0,6562513.0,Beacon Communications,118.0,October,0,False,4,364,49,4124,161,55,10,Winter,Medium,R,-18437487.0,5,5,5,5,0
Andre,PG,Adventure,1994,"August 17, 1994 (United States)",5.7,6500.0,George Miller,Harry Goodridge,Tina Majorino,United States,0.0,16820893.0,Paramount Pictures,94.0,August,1,True,1,1810,966,1608,2623,55,8,Winter,Medium,PG,16820893.0,5,5,5,1,1
Highlander: The Final Dimension,PG-13,Action,1994,"January 27, 1995 (United States)",4.5,20000.0,Andrew Morahan,Gregory Widen,Christopher Lambert,United Kingdom,26000000.0,12303080.0,Fallingcloud,99.0,January,0,False,0,1012,119,1551,461,54,1,Winter,Medium,PG-13,-13696920.0,0,0,5,1,5
Cemetery Man,R,Comedy,1994,"April 26, 1996 (United States)",7.1,20000.0,Michele Soavi,Tiziano Sclavi,Rupert Everett,Italy,4000000.0,253986.0,Audifilm,105.0,April,0,False,4,279,1954,4229,2298,25,4,Winter,Medium,R,-3746014.0,0,0,5,1,0
Death Machine,R,Action,1994,"May 26, 1995 (United Kingdom)",5.6,4000.0,Stephen Norrington,Stephen Norrington,Brad Dourif,United Kingdom,0.0,3129045.0,Entertainment Film Distributors,120.0,May,1,True,0,958,2616,4021,289,54,5,Winter,Long,R,3129045.0,5,1,5,1,1
